Layer_ID,Original_ID,Type,in1_dim1,in1_dim2,in1_dim3,in1_dim4,in2_dim1,in2_dim2,in2_dim3,in2_dim4,in3_dim1,in3_dim2,in3_dim3,in3_dim4,prec,out1_dim1,out1_dim2,out1_dim3,out1_dim4,NodeName,Dilations,Groups,KernelShape,Pads,Strides
L135,%1148,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.10/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L136,%1154,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.10/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L137,%1155,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.10/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L138,%1160:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.10/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L139,%1161,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.10/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L140,%1165:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.10/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L141,%1166,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.10/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L142,%1170,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.10/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L143,%1174,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.10/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L144,%1177,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.10/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L145,%1181:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.11/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L146,%1182,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.11/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L147,%1186,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.11/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L148,%1190,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.11/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L149,%1196,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.11/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L150,%1197,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.11/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L151,%1202:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.11/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L152,%1203,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.11/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L153,%1207:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.11/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L154,%1208,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.11/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L155,%1212,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.11/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L156,%1216,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.11/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L157,%1219,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.11/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L158,%1223:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.12/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L159,%1224,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.12/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L160,%1228,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.12/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L161,%1232,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.12/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L162,%1238,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.12/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L163,%1239,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.12/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L164,%1244:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.12/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L165,%1245,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.12/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L166,%1249:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.12/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L167,%1250,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.12/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L168,%1254,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.12/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L169,%1258,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.12/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L170,%1261,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.12/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L171,%1265:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.13/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L172,%1266,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.13/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L173,%1270,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.13/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L174,%1274,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.13/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L175,%1280,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.13/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L176,%1281,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.13/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L177,%1286:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.13/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L178,%1287,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.13/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L179,%1291:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.13/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L180,%1292,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.13/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L181,%1296,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.13/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L182,%1300,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.13/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L183,%1303,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.13/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L184,%1307:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.14/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L185,%1308,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.14/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L186,%1312,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.14/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L187,%1316,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.14/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L188,%1322,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.14/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L189,%1323,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.14/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L190,%1328:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.14/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L191,%1329,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.14/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L192,%1333:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.14/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L193,%1334,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.14/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L194,%1338,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.14/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L195,%1342,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.14/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L196,%1345,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.14/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L197,%1349:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.15/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L198,%1350,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.15/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L199,%1354,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.15/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L200,%1358,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.15/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L201,%1364,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.15/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L202,%1365,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.15/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L203,%1370:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.15/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L204,%1371,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.15/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L205,%1375:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.15/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L206,%1376,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.15/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L207,%1380,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.15/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L208,%1384,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.15/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L209,%1387,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.15/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L210,%1391:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.16/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L211,%1392,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.16/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L212,%1396,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.16/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L213,%1400,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.16/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L214,%1406,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.16/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L215,%1407,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.16/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L216,%1412:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.16/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L217,%1413,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.16/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L218,%1417:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.16/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L219,%1418,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.16/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L220,%1422,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.16/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L221,%1426,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.16/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L222,%1429,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.16/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L223,%1433:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.17/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L224,%1434,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.17/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L225,%1438,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.17/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L226,%1442,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.17/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L227,%1448,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.17/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L228,%1449,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.17/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L229,%1454:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.17/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L230,%1455,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.17/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L231,%1459:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.17/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L232,%1460,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.17/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L233,%1464,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.17/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L234,%1468,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.17/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L235,%1471,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.17/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L236,%1475:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.18/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L237,%1476,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.18/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L238,%1480,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.18/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L239,%1484,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.18/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L240,%1490,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.18/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L241,%1491,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.18/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L242,%1496:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.18/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L243,%1497,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.18/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L244,%1501:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.18/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L245,%1502,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.18/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L246,%1506,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.18/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L247,%1510,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.18/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L248,%1513,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.18/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L249,%1517:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.19/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L250,%1518,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.19/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L251,%1522,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.19/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L252,%1526,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.19/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L253,%1532,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.19/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L254,%1533,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.19/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L255,%1538:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.19/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L256,%1539,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.19/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L257,%1543:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.19/post_attention_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L258,%1544,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.19/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L259,%1548,MatMulInteger,1,128,1024,NA,1024,3072,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.19/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L260,%1552,Sigmoid,1,128,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,3072,NA,/model/layers.19/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L261,%1555,MatMulInteger,1,128,3072,NA,3072,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.19/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L262,%1559:4,SkipLayerNorm,1,128,1024,NA,1,128,1024,NA,1024,NA,NA,NA,8,1,128,1024,NA,/model/layers.20/input_layernorm/SkipLayerNorm,NA,NA,NA,NA,NA
L263,%1560,MatMulInteger,1,128,1024,NA,1024,2048,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.20/attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L264,%1564,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.20/attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L265,%1568,MatMulInteger,1,128,1024,NA,1024,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.20/attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L266,%1574,SimplifiedLayerNormalization,1,2048,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,2048,128,NA,/model/layers.20/attn/q_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L267,%1575,SimplifiedLayerNormalization,1,1024,128,NA,128,NA,NA,NA,NA,NA,NA,NA,8,1,1024,128,NA,/model/layers.20/attn/k_norm/SimplifiedLayerNormalization,NA,NA,NA,NA,NA
L268,%1580:3,GroupQueryAttention,1,128,2048,NA,1,128,1024,NA,1,128,1024,NA,8,1,128,2048,NA,/model/layers.20/attn/GroupQueryAttention,NA,NA,NA,NA,NA
L269,%1581,MatMulInteger,1,128,2048,NA,2048,1024,NA,NA,NA,NA,NA,NA,8,1,128,1024,NA,/model/layers.20/attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
